,,,,,,,,https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BCH,Volume USD
1556841600,2019-05-03 00:00:00,BCH/USD,264.13,297.02,262.00,287.03,17608.21172775,5054085.012216082
1556755200,2019-05-02 00:00:00,BCH/USD,268.36,277.00,261.60,264.83,8070.11489179,2137208.5267927456
1556668800,2019-05-01 00:00:00,BCH/USD,264.47,277.00,261.41,267.29,9165.70992315,2449902.6053587636
1556582400,2019-04-30 00:00:00,BCH/USD,234.60,266.00,230.80,264.47,11818.09813750,3125532.414424625
1556496000,2019-04-29 00:00:00,BCH/USD,248.60,249.99,227.70,232.20,10479.47487718,2433334.066481196
1556409600,2019-04-28 00:00:00,BCH/USD,259.39,262.00,244.34,248.98,5359.38761295,1334380.327872291
1556323200,2019-04-27 00:00:00,BCH/USD,259.35,263.00,255.00,259.56,3605.94285522,935958.5275009032
1556236800,2019-04-26 00:00:00,BCH/USD,262.95,269.99,250.42,259.00,12573.79365168,3256612.55578512
1556150400,2019-04-25 00:00:00,BCH/USD,279.20,284.40,256.51,263.50,14769.63688473,3891799.319126355
1556064000,2019-04-24 00:00:00,BCH/USD,288.29,291.49,267.13,279.40,14607.85761712,4081435.418223328
1555977600,2019-04-23 00:00:00,BCH/USD,292.64,312.00,287.41,288.87,14809.96369867,4278154.213634803
1555891200,2019-04-22 00:00:00,BCH/USD,290.39,296.80,287.23,292.59,13313.66070203,3895443.984806957
1555804800,2019-04-21 00:00:00,BCH/USD,300.46,303.37,279.64,290.40,19548.52499118,5676891.657438671
1555718400,2019-04-20 00:00:00,BCH/USD,307.65,310.00,294.79,300.66,6159.67376683,1851967.514735108
1555632000,2019-04-19 00:00:00,BCH/USD,306.02,313.25,290.49,306.58,16217.03840339,4971819.633711306
1555545600,2019-04-18 00:00:00,BCH/USD,310.22,314.75,303.50,306.94,10584.64886937,3248852.1239644275
1555459200,2019-04-17 00:00:00,BCH/USD,317.05,321.30,303.90,310.48,17252.62935440,5356596.361954113
1555372800,2019-04-16 00:00:00,BCH/USD,313.40,324.00,302.63,316.42,24131.59638725,7635719.728853646
1555286400,2019-04-15 00:00:00,BCH/USD,288.94,335.62,288.37,313.36,53088.37863389,16635774.328715771
1555200000,2019-04-14 00:00:00,BCH/USD,277.40,291.50,273.07,288.61,6068.65512057,1751474.5543477077
1555113600,2019-04-13 00:00:00,BCH/USD,282.60,287.03,272.74,278.07,6584.09797271,1830840.1232714697
1555027200,2019-04-12 00:00:00,BCH/USD,270.38,289.52,258.76,281.39,18155.70348195,5108833.40278591
1554940800,2019-04-11 00:00:00,BCH/USD,305.29,306.60,255.00,272.27,26056.03008327,7094275.310771923
1554854400,2019-04-10 00:00:00,BCH/USD,296.63,315.32,295.25,305.19,13263.79433401,4047977.3927965118
1554768000,2019-04-09 00:00:00,BCH/USD,309.02,309.97,293.44,295.99,7419.46930428,2196088.719373837
1554681600,2019-04-08 00:00:00,BCH/USD,319.20,329.50,294.58,309.90,21651.28559872,6709733.407043327
1554595200,2019-04-07 00:00:00,BCH/USD,304.34,329.00,299.50,320.16,15570.99764237,4985210.60518118
1554508800,2019-04-06 00:00:00,BCH/USD,293.03,332.58,283.91,306.81,22304.93095101,6843375.865079378
1554422400,2019-04-05 00:00:00,BCH/USD,288.32,302.03,281.00,294.00,19260.07782643,5662462.880970419
1554336000,2019-04-04 00:00:00,BCH/USD,300.28,321.99,272.41,285.98,52667.45366988,15061838.400512284
1554249600,2019-04-03 00:00:00,BCH/USD,242.44,363.30,241.67,300.28,115291.75858751,34619809.2686575
1554163200,2019-04-02 00:00:00,BCH/USD,167.20,248.65,166.98,242.44,37704.79512899,9141150.531072335
1554076800,2019-04-01 00:00:00,BCH/USD,168.00,169.60,166.25,167.50,2926.32807390,490159.95237825
1553990400,2019-03-31 00:00:00,BCH/USD,166.75,168.96,165.05,168.96,1808.88274585,305628.828738816
1553904000,2019-03-30 00:00:00,BCH/USD,170.17,171.27,164.15,166.73,4107.59417330,684859.1765143089
1553817600,2019-03-29 00:00:00,BCH/USD,167.42,170.89,166.86,169.56,4825.14659488,818151.8566278528
1553731200,2019-03-28 00:00:00,BCH/USD,169.64,169.74,164.51,167.15,3560.23783569,595093.7542355835
1553644800,2019-03-27 00:00:00,BCH/USD,157.45,173.19,157.45,169.90,12639.66355357,2147478.837751543
1553558400,2019-03-26 00:00:00,BCH/USD,158.68,159.51,152.32,158.50,4333.85861941,686916.591176485
1553472000,2019-03-25 00:00:00,BCH/USD,163.00,164.71,154.68,160.18,10429.95645906,1670670.425612231
1553385600,2019-03-24 00:00:00,BCH/USD,164.92,165.01,160.47,163.43,6169.86433620,1008340.9284651661
1553299200,2019-03-23 00:00:00,BCH/USD,155.64,168.97,155.40,165.35,7909.04120717,1307759.9636055594
1553212800,2019-03-22 00:00:00,BCH/USD,152.27,158.82,150.52,155.72,4939.28540808,769145.5237462176
1553126400,2019-03-21 00:00:00,BCH/USD,158.73,159.50,147.50,152.74,18713.26743449,2858264.4679440027
1553040000,2019-03-20 00:00:00,BCH/USD,158.76,159.21,153.16,158.11,5862.38101604,926901.0624460845
1552953600,2019-03-19 00:00:00,BCH/USD,160.33,161.00,154.06,159.78,7894.34834179,1261358.978051206
1552867200,2019-03-18 00:00:00,BCH/USD,153.49,165.91,153.49,160.47,18446.49863303,2960109.6356423246
1552780800,2019-03-17 00:00:00,BCH/USD,155.48,157.00,145.88,153.00,7977.99114243,1220632.64479179
1552694400,2019-03-16 00:00:00,BCH/USD,142.33,159.75,142.20,154.57,17383.38795404,2686950.276055963
1552608000,2019-03-15 00:00:00,BCH/USD,132.06,145.10,130.70,142.39,11953.84296309,1702107.6995143848
1552521600,2019-03-14 00:00:00,BCH/USD,127.26,134.05,127.14,131.50,8624.90087819,1134174.465481985
1552435200,2019-03-13 00:00:00,BCH/USD,127.37,128.63,125.37,127.28,1739.80951300,221442.95481464
1552348800,2019-03-12 00:00:00,BCH/USD,128.26,128.68,122.32,127.39,15152.11285135,1930227.6561334766
1552262400,2019-03-11 00:00:00,BCH/USD,130.75,130.94,125.92,127.64,7194.65726424,918326.0532075936
1552176000,2019-03-10 00:00:00,BCH/USD,132.65,133.10,128.56,130.35,1781.87230597,232267.0550831895
1552089600,2019-03-09 00:00:00,BCH/USD,126.74,135.98,126.38,132.42,4882.44310016,646533.1153231871
1552003200,2019-03-08 00:00:00,BCH/USD,130.15,131.52,125.02,127.13,5728.22663538,728229.4521558593
1551916800,2019-03-07 00:00:00,BCH/USD,131.13,132.67,129.17,130.03,5716.85027117,743362.0407602352
1551830400,2019-03-06 00:00:00,BCH/USD,132.00,133.12,128.54,131.19,5473.29153656,718041.1166813064
1551744000,2019-03-05 00:00:00,BCH/USD,122.81,133.12,122.15,132.00,3907.27573508,515760.39703055995
1551657600,2019-03-04 00:00:00,BCH/USD,129.15,130.27,120.47,123.08,5394.79703802,663991.6194395017
1551571200,2019-03-03 00:00:00,BCH/USD,130.24,131.07,128.00,129.55,1279.25254498,165727.167202159
1551484800,2019-03-02 00:00:00,BCH/USD,130.99,131.21,127.81,130.23,2182.77918755,284263.3335946365
1551398400,2019-03-01 00:00:00,BCH/USD,129.10,132.80,129.09,130.63,1906.26782326,249015.76575245376
1551312000,2019-02-28 00:00:00,BCH/USD,130.31,132.71,127.80,129.34,5962.64826482,771208.9265718188
1551225600,2019-02-27 00:00:00,BCH/USD,131.59,133.34,125.34,130.48,4278.06498228,558201.9188878943
1551139200,2019-02-26 00:00:00,BCH/USD,133.37,137.00,130.39,131.92,3950.69043801,521175.08258227917
1551052800,2019-02-25 00:00:00,BCH/USD,127.06,137.75,127.05,133.14,7256.88246435,966181.3313035589
1550966400,2019-02-24 00:00:00,BCH/USD,153.99,157.95,126.03,126.13,13594.55172840,1714680.809503092
1550880000,2019-02-23 00:00:00,BCH/USD,141.41,153.79,139.48,153.60,7897.11167881,1212996.353865216
1550793600,2019-02-22 00:00:00,BCH/USD,140.50,143.63,138.78,142.37,4765.24912598,678428.5180657726
1550707200,2019-02-21 00:00:00,BCH/USD,145.78,146.60,137.84,140.17,4479.71001372,627920.9526231323
1550620800,2019-02-20 00:00:00,BCH/USD,140.57,147.07,137.20,145.85,5998.43083363,874871.1370849354
1550534400,2019-02-19 00:00:00,BCH/USD,142.25,150.52,140.22,140.91,10449.63321626,1472457.8165031965
1550448000,2019-02-18 00:00:00,BCH/USD,122.86,147.99,122.86,142.30,19482.18881439,2772315.468287697
1550361600,2019-02-17 00:00:00,BCH/USD,120.00,124.49,119.00,122.52,3502.76045975,429158.21152857
1550275200,2019-02-16 00:00:00,BCH/USD,120.24,121.89,120.08,120.39,1442.27175907,173635.0970744373
1550188800,2019-02-15 00:00:00,BCH/USD,120.13,123.24,119.49,120.00,3450.33334940,414040.001928
1550102400,2019-02-14 00:00:00,BCH/USD,121.02,122.50,117.42,119.68,5577.54606641,667520.7132279489
1550016000,2019-02-13 00:00:00,BCH/USD,120.79,126.75,119.00,121.09,6611.78707335,800621.2967119516
1549929600,2019-02-12 00:00:00,BCH/USD,120.90,122.05,116.79,120.94,5817.38025902,703553.9685258789
1549843200,2019-02-11 00:00:00,BCH/USD,125.40,125.40,119.11,120.50,3767.68451635,454005.984220175
1549756800,2019-02-10 00:00:00,BCH/USD,127.11,127.32,120.05,125.50,6699.56232019,840795.0711838449
1549670400,2019-02-09 00:00:00,BCH/USD,128.37,129.00,124.00,126.66,4229.03245152,535649.2503095232
1549584000,2019-02-08 00:00:00,BCH/USD,114.17,131.00,112.68,128.11,10877.59843849,1393529.1359549542
1549497600,2019-02-07 00:00:00,BCH/USD,113.10,116.89,112.72,113.51,3238.35039770,367585.153642927
1549411200,2019-02-06 00:00:00,BCH/USD,116.19,121.65,109.88,113.47,8383.48543084,951274.0918374149
1549324800,2019-02-05 00:00:00,BCH/USD,117.20,117.99,115.47,116.16,1548.30646319,179851.2787641504
1549238400,2019-02-04 00:00:00,BCH/USD,117.49,119.00,116.49,116.95,1323.29974238,154759.90487134102
1549152000,2019-02-03 00:00:00,BCH/USD,120.37,120.79,115.03,117.49,3189.61174586,374747.4840210914
1549065600,2019-02-02 00:00:00,BCH/USD,114.47,121.30,113.80,120.23,4930.73636508,592822.4331735685
1548979200,2019-02-01 00:00:00,BCH/USD,113.10,117.18,110.00,113.81,7073.60912789,805047.454845161
1548892800,2019-01-31 00:00:00,BCH/USD,116.06,120.00,111.80,112.99,5265.89064439,594992.983909626
1548806400,2019-01-30 00:00:00,BCH/USD,109.13,119.84,107.51,116.86,6017.17917902,703167.5588602773
1548720000,2019-01-29 00:00:00,BCH/USD,110.81,111.78,105.71,109.31,4018.69222000,439283.2465682
1548633600,2019-01-28 00:00:00,BCH/USD,120.37,120.41,105.00,111.00,9950.87885566,1104547.55297826
1548547200,2019-01-27 00:00:00,BCH/USD,125.17,125.78,117.42,120.53,3151.18578573,379812.4227540369
1548460800,2019-01-26 00:00:00,BCH/USD,126.39,128.39,124.01,124.80,1310.55493272,163557.255603456
1548374400,2019-01-25 00:00:00,BCH/USD,128.39,128.56,125.00,126.45,2603.52686011,329215.9714609095
1548288000,2019-01-24 00:00:00,BCH/USD,131.01,131.36,125.77,128.61,3059.32269029,393459.49119819695
1548201600,2019-01-23 00:00:00,BCH/USD,127.55,134.95,126.77,131.07,7716.35669724,1011382.8723072468
1548115200,2019-01-22 00:00:00,BCH/USD,121.38,131.12,116.01,127.29,5719.85856625,728080.7968979626
1548028800,2019-01-21 00:00:00,BCH/USD,122.46,123.00,120.00,121.38,2105.50034527,255565.63190887257
1547942400,2019-01-20 00:00:00,BCH/USD,128.06,129.64,120.00,121.63,3120.89608807,379594.5911919541
1547856000,2019-01-19 00:00:00,BCH/USD,126.76,130.99,126.12,128.62,3568.32816500,458958.3685823
1547769600,2019-01-18 00:00:00,BCH/USD,128.59,128.94,125.00,126.76,1402.11236621,177731.7635407796
1547683200,2019-01-17 00:00:00,BCH/USD,127.49,130.86,124.09,129.38,2164.08345165,279989.11697447696
1547596800,2019-01-16 00:00:00,BCH/USD,126.40,130.46,126.03,127.29,4145.64259418,527698.8458131722
1547510400,2019-01-15 00:00:00,BCH/USD,133.04,133.18,124.64,126.63,4578.61431932,579789.9312554916
1547424000,2019-01-14 00:00:00,BCH/USD,124.46,136.47,122.51,132.35,8539.94613508,1130261.8709778378
1547337600,2019-01-13 00:00:00,BCH/USD,133.35,134.16,121.30,124.23,6921.21596259,859822.6590325558
1547251200,2019-01-12 00:00:00,BCH/USD,128.88,137.26,128.88,133.28,2954.24081942,393741.2164122976
1547164800,2019-01-11 00:00:00,BCH/USD,132.49,133.50,126.80,130.00,5045.91784128,655969.3193664
1547078400,2019-01-10 00:00:00,BCH/USD,158.80,163.89,129.31,133.54,14926.26230422,1993253.0681055386
1546992000,2019-01-09 00:00:00,BCH/USD,158.02,160.23,156.10,158.79,1772.07296309,281387.4658090611
1546905600,2019-01-08 00:00:00,BCH/USD,159.43,162.46,156.57,159.93,4933.72707421,789050.9709784053
1546819200,2019-01-07 00:00:00,BCH/USD,165.49,165.97,158.60,158.92,3089.62835886,491003.7387900312
1546732800,2019-01-06 00:00:00,BCH/USD,158.56,167.23,155.00,164.78,3823.20743223,629988.1206828594
1546646400,2019-01-05 00:00:00,BCH/USD,159.74,165.00,156.00,158.55,3587.17400919,568746.4391570746
1546560000,2019-01-04 00:00:00,BCH/USD,157.41,163.15,152.60,159.67,2273.07753115,362942.2893987205
1546473600,2019-01-03 00:00:00,BCH/USD,170.91,174.99,156.22,159.89,6052.90314802,967798.6843369177
1546387200,2019-01-02 00:00:00,BCH/USD,163.40,173.47,159.70,169.29,5612.14704060,950080.3725031739
1546300800,2019-01-01 00:00:00,BCH/USD,148.12,165.00,147.30,163.40,5072.91067268,828913.603915912
1546214400,2018-12-31 00:00:00,BCH/USD,161.98,162.41,144.71,149.49,3726.31863548,557047.3728179053
1546128000,2018-12-30 00:00:00,BCH/USD,162.29,163.30,156.30,161.64,2949.64913071,476781.28548796434
1546041600,2018-12-29 00:00:00,BCH/USD,173.16,175.00,159.43,159.99,5966.42332686,954568.0680643314
1545955200,2018-12-28 00:00:00,BCH/USD,147.37,177.30,141.00,172.43,12387.84314450,2136035.7934061354
1545868800,2018-12-27 00:00:00,BCH/USD,173.81,176.49,143.82,146.73,12085.08958782,1773245.1952208285
1545782400,2018-12-26 00:00:00,BCH/USD,170.50,186.30,162.23,174.55,8166.37616509,1425440.9596164594
1545696000,2018-12-25 00:00:00,BCH/USD,181.00,181.00,148.37,170.27,18851.24753109,3209801.9171186946
1545609600,2018-12-24 00:00:00,BCH/USD,196.55,220.00,176.00,181.00,24209.46990839,4381914.053418591
1545523200,2018-12-23 00:00:00,BCH/USD,195.04,209.90,185.38,194.53,10687.52054396,2079043.3714165387
1545436800,2018-12-22 00:00:00,BCH/USD,191.97,205.04,180.32,195.40,15572.88450345,3042941.63197413
1545350400,2018-12-21 00:00:00,BCH/USD,190.51,239.00,171.00,191.96,54557.46188544,10472850.383529063
1545264000,2018-12-20 00:00:00,BCH/USD,126.09,219.00,121.25,191.50,46173.53597002,8842232.13825883
1545177600,2018-12-19 00:00:00,BCH/USD,104.30,146.00,101.98,125.90,31135.77407732,3919993.956334588
1545091200,2018-12-18 00:00:00,BCH/USD,88.29,105.27,84.92,104.30,7991.36889253,833499.775490879
1545004800,2018-12-17 00:00:00,BCH/USD,79.64,91.32,78.40,88.42,4254.84059488,376213.0053992896
1544918400,2018-12-16 00:00:00,BCH/USD,76.19,81.70,76.17,79.05,2085.96523975,164895.55220223748
1544832000,2018-12-15 00:00:00,BCH/USD,79.02,81.33,73.50,76.17,1118.40144654,85188.6381829518
1544745600,2018-12-14 00:00:00,BCH/USD,86.68,88.54,75.85,79.21,9648.57832881,764263.88942504
1544659200,2018-12-13 00:00:00,BCH/USD,96.55,96.55,85.89,86.77,1634.45662179,141821.8010727183
1544572800,2018-12-12 00:00:00,BCH/USD,95.07,98.81,94.60,96.49,1481.49765309,142949.7085466541
1544486400,2018-12-11 00:00:00,BCH/USD,101.65,101.65,92.13,95.74,4113.16667289,393794.5772624886
1544400000,2018-12-10 00:00:00,BCH/USD,106.36,107.85,99.04,101.79,3341.62544318,340144.0538612922
1544313600,2018-12-09 00:00:00,BCH/USD,99.49,109.08,98.16,106.14,3023.81090050,320947.28897907
1544227200,2018-12-08 00:00:00,BCH/USD,105.58,108.26,95.00,99.46,2408.27842365,239527.372016229
1544140800,2018-12-07 00:00:00,BCH/USD,104.78,115.61,94.00,104.00,9734.93527894,1012433.26900976
1544054400,2018-12-06 00:00:00,BCH/USD,128.01,129.50,104.99,105.08,5804.00852005,609885.215286854
1543968000,2018-12-05 00:00:00,BCH/USD,146.27,146.27,127.01,127.01,3220.16027426,408992.5564337626
1543881600,2018-12-04 00:00:00,BCH/USD,156.30,157.58,144.89,146.80,1816.37081095,266643.23504746
1543795200,2018-12-03 00:00:00,BCH/USD,169.77,169.77,153.85,156.50,2066.75365099,323446.946379935
1543708800,2018-12-02 00:00:00,BCH/USD,172.63,179.33,168.00,169.93,1764.56585883,299852.67639098194
1543622400,2018-12-01 00:00:00,BCH/USD,168.94,176.60,165.00,170.17,1116.81743840,190048.82349252797
1543536000,2018-11-30 00:00:00,BCH/USD,179.67,186.98,164.32,170.97,1879.48595709,321335.71408367733
1543449600,2018-11-29 00:00:00,BCH/USD,189.20,190.46,173.23,179.30,2477.64722026,444242.14659261797
1543363200,2018-11-28 00:00:00,BCH/USD,176.06,196.95,173.67,189.00,5103.04210672,964474.9581700801
1543276800,2018-11-27 00:00:00,BCH/USD,176.97,185.83,164.04,176.68,4753.76720095,839895.589063846
1543190400,2018-11-26 00:00:00,BCH/USD,180.45,204.76,162.23,177.16,6786.28313233,1202257.9197235827
1543104000,2018-11-25 00:00:00,BCH/USD,176.11,186.42,148.27,180.45,5946.45312166,1073037.4658035468
1543017600,2018-11-24 00:00:00,BCH/USD,203.09,212.72,167.20,174.72,3742.70974263,653926.2462323136
1542931200,2018-11-23 00:00:00,BCH/USD,205.00,209.98,190.12,202.22,2865.94358675,579551.112112585
1542844800,2018-11-22 00:00:00,BCH/USD,233.48,236.92,205.02,205.02,2032.78680711,416761.9511936922
1542758400,2018-11-21 00:00:00,BCH/USD,264.16,275.14,220.22,233.00,3554.57356616,828215.6409152801
1542672000,2018-11-20 00:00:00,BCH/USD,330.28,331.48,235.00,260.56,2667.96315197,695164.4788773032
1542585600,2018-11-19 00:00:00,BCH/USD,393.97,396.00,311.00,331.51,1887.95281334,625875.2371503434
1542499200,2018-11-18 00:00:00,BCH/USD,390.78,409.51,361.87,387.47,869.47562413,336895.7200816511
1542412800,2018-11-17 00:00:00,BCH/USD,396.35,419.00,370.01,403.54,562.94513461,227170.8796205194
1542326400,2018-11-16 00:00:00,BCH/USD,391.84,440.58,365.12,396.32,1380.15590523,546983.3883607535
1542240000,2018-11-15 00:00:00,BCH/USD,428.44,451.35,350.00,393.86,7339.42685451,2890706.6609173086
1542153600,2018-11-14 00:00:00,BCH/USD,504.04,519.02,404.00,427.40,19952.86949651,8527856.422808373
1542067200,2018-11-13 00:00:00,BCH/USD,508.09,538.30,494.45,503.21,26465.64333365,13317776.381926017
1541980800,2018-11-12 00:00:00,BCH/USD,529.10,534.98,495.93,507.75,25286.48212680,12839211.2998827
1541894400,2018-11-11 00:00:00,BCH/USD,551.02,552.69,512.78,528.09,7645.38648420,4037452.1484411783
1541808000,2018-11-10 00:00:00,BCH/USD,537.44,560.00,527.10,552.20,5675.98062964,3134276.5036872085
1541721600,2018-11-09 00:00:00,BCH/USD,570.88,594.02,522.14,540.93,10780.56802050,5831532.659329065
1541635200,2018-11-08 00:00:00,BCH/USD,614.35,617.97,567.53,572.52,8584.13719258,4914590.225495901
1541548800,2018-11-07 00:00:00,BCH/USD,627.54,638.99,604.11,614.37,12826.20357051,7880034.6876142295
1541462400,2018-11-06 00:00:00,BCH/USD,556.33,630.00,550.51,627.54,13908.67967974,8728252.84622404
1541376000,2018-11-05 00:00:00,BCH/USD,565.69,577.12,534.21,556.69,8579.03660977,4775863.890292862
1541289600,2018-11-04 00:00:00,BCH/USD,477.30,587.26,475.62,565.66,17140.77717147,9695852.01481372
1541203200,2018-11-03 00:00:00,BCH/USD,460.40,483.99,455.05,476.11,2202.97227526,1048857.1299740386
1541116800,2018-11-02 00:00:00,BCH/USD,423.25,470.00,421.75,459.97,6185.23390312,2845022.0384181067
1541030400,2018-11-01 00:00:00,BCH/USD,423.11,424.86,419.33,423.36,1716.25308259,726592.9050453025
1540944000,2018-10-31 00:00:00,BCH/USD,418.87,427.84,406.32,422.09,3192.29237145,1347434.6870653303
1540857600,2018-10-30 00:00:00,BCH/USD,412.73,421.53,412.04,419.42,665.07921698,278947.5251857516
1540771200,2018-10-29 00:00:00,BCH/USD,437.18,437.18,407.46,413.63,3028.48744193,1252673.260605506
1540684800,2018-10-28 00:00:00,BCH/USD,435.19,437.75,432.49,436.82,541.08456239,236356.5585431998
1540598400,2018-10-27 00:00:00,BCH/USD,433.87,435.76,431.86,433.65,173.51397774,75244.336446951
1540512000,2018-10-26 00:00:00,BCH/USD,436.26,439.73,431.50,435.75,2679.33276753,1167519.2534511976
1540425600,2018-10-25 00:00:00,BCH/USD,438.18,440.73,434.78,436.19,1380.17014562,602016.4158179879
1540339200,2018-10-24 00:00:00,BCH/USD,438.54,445.13,435.92,436.96,856.03204616,374051.7628900736
1540252800,2018-10-23 00:00:00,BCH/USD,445.10,446.31,432.58,437.72,2186.07324858,956887.9823684376
1540166400,2018-10-22 00:00:00,BCH/USD,443.57,448.43,438.14,445.67,1148.15821462,511699.6715096955
1540080000,2018-10-21 00:00:00,BCH/USD,445.77,453.78,440.76,445.21,5864.72045793,2611032.195075015
1539993600,2018-10-20 00:00:00,BCH/USD,435.73,447.99,432.91,444.57,509.22556791,226386.4107257487
1539907200,2018-10-19 00:00:00,BCH/USD,432.47,440.25,427.00,436.93,2093.42253469,914679.1080821017
1539820800,2018-10-18 00:00:00,BCH/USD,441.00,450.12,425.01,432.29,3519.41497490,1521407.899499521
1539734400,2018-10-17 00:00:00,BCH/USD,449.55,450.78,437.62,441.99,3119.25425674,1378679.1889365127
1539648000,2018-10-16 00:00:00,BCH/USD,446.63,458.29,443.50,451.58,3664.94128465,1655014.185322247
1539561600,2018-10-15 00:00:00,BCH/USD,432.90,474.00,426.00,447.00,6340.44148084,2834177.34193548
1539475200,2018-10-14 00:00:00,BCH/USD,443.99,447.62,430.00,432.51,1444.69155264,624843.5434323264
1539388800,2018-10-13 00:00:00,BCH/USD,436.51,444.00,436.47,444.00,1882.70717646,835921.98634824
1539302400,2018-10-12 00:00:00,BCH/USD,424.50,451.16,421.00,434.02,5830.88538659,2530720.875487792
1539216000,2018-10-11 00:00:00,BCH/USD,508.38,508.77,420.58,427.85,8333.99890914,3565701.433275549
1539129600,2018-10-10 00:00:00,BCH/USD,515.81,516.81,502.00,509.47,4021.52951260,2048848.640784322
1539043200,2018-10-09 00:00:00,BCH/USD,527.19,527.93,512.26,517.10,1454.02232607,751874.944810797
1538956800,2018-10-08 00:00:00,BCH/USD,517.98,531.23,514.79,526.92,1840.32692825,969705.06503349
1538870400,2018-10-07 00:00:00,BCH/USD,505.93,573.00,502.00,516.72,2341.29435304,1209793.6181028287
1538784000,2018-10-06 00:00:00,BCH/USD,518.73,519.00,494.02,507.29,2072.71590494,1051468.0514170127
1538697600,2018-10-05 00:00:00,BCH/USD,512.34,527.70,508.23,518.99,755.66461513,392182.3786063187
1538611200,2018-10-04 00:00:00,BCH/USD,513.04,529.90,504.39,512.02,1620.12970976,829538.8139913152
1538524800,2018-10-03 00:00:00,BCH/USD,528.93,530.01,504.00,514.83,3685.07953641,1897189.4977299604
1538438400,2018-10-02 00:00:00,BCH/USD,532.99,550.00,521.12,530.52,2679.90548715,1421743.459042818
1538352000,2018-10-01 00:00:00,BCH/USD,530.93,540.46,520.00,533.99,2642.79268893,1411224.8679617308
1538265600,2018-09-30 00:00:00,BCH/USD,536.21,551.09,512.53,528.54,2251.17578070,1189836.4471311779
1538179200,2018-09-29 00:00:00,BCH/USD,535.79,560.77,510.00,535.92,2632.92555422,1411037.4630175822
1538092800,2018-09-28 00:00:00,BCH/USD,567.00,576.64,528.69,538.37,4610.28705317,2482040.240815133
1538006400,2018-09-27 00:00:00,BCH/USD,512.93,587.99,512.93,566.89,21408.08158714,12136027.370933795
1537920000,2018-09-26 00:00:00,BCH/USD,445.17,548.66,432.35,514.82,9213.88479865,4743492.172040993
1537833600,2018-09-25 00:00:00,BCH/USD,461.47,461.47,423.54,444.89,3035.88245019,1350633.743265029
1537747200,2018-09-24 00:00:00,BCH/USD,489.99,492.56,455.52,461.38,3719.86297636,1716270.3800329769
1537660800,2018-09-23 00:00:00,BCH/USD,484.99,510.26,475.01,488.68,2353.61641219,1150165.2683090093
1537574400,2018-09-22 00:00:00,BCH/USD,500.51,511.00,468.10,485.13,1777.74344577,862436.6778464002
1537488000,2018-09-21 00:00:00,BCH/USD,456.51,513.13,449.66,500.31,6790.32975858,3397269.8815151597
1537401600,2018-09-20 00:00:00,BCH/USD,429.32,466.95,422.31,456.51,3714.68706305,1695791.7911529553
1537315200,2018-09-19 00:00:00,BCH/USD,433.56,440.39,408.31,426.79,2973.47763390,1269050.519372181
1537228800,2018-09-18 00:00:00,BCH/USD,417.67,449.62,412.13,433.24,2732.08338994,1183647.8078576056
1537142400,2018-09-17 00:00:00,BCH/USD,450.69,461.98,407.70,418.82,2786.76432767,1167152.6357147493
1537056000,2018-09-16 00:00:00,BCH/USD,448.89,450.98,426.27,449.27,724.20437349,325363.29887785227
1536969600,2018-09-15 00:00:00,BCH/USD,446.88,461.00,445.00,450.44,573.76648429,258447.3751835876
1536883200,2018-09-14 00:00:00,BCH/USD,463.59,474.10,410.00,448.13,2479.60131800,1111183.73863534
1536796800,2018-09-13 00:00:00,BCH/USD,432.99,475.38,430.11,464.67,3502.23648320,1627384.226648544
1536710400,2018-09-12 00:00:00,BCH/USD,439.11,439.21,409.00,432.80,4244.63683901,1837078.823923528
1536624000,2018-09-11 00:00:00,BCH/USD,464.85,476.98,425.00,439.31,3572.48596305,1569428.8084274954
1536537600,2018-09-10 00:00:00,BCH/USD,479.99,487.79,457.00,465.24,2883.03740652,1341304.3230093648
1536451200,2018-09-09 00:00:00,BCH/USD,474.20,496.00,463.00,478.04,1789.20762314,855312.8121658455
1536364800,2018-09-08 00:00:00,BCH/USD,495.08,507.84,461.68,474.69,2200.36213882,1044489.9036764657
1536278400,2018-09-07 00:00:00,BCH/USD,516.89,527.00,492.01,497.22,2469.68867840,1227978.604674048
1536192000,2018-09-06 00:00:00,BCH/USD,524.93,529.84,487.69,518.81,5255.06440395,2726379.9634132995
1536105600,2018-09-05 00:00:00,BCH/USD,624.80,632.51,520.01,526.73,5155.56418787,2715590.324676765
1536019200,2018-09-04 00:00:00,BCH/USD,626.16,650.20,621.04,627.21,2239.40630058,1404578.025786782
1535932800,2018-09-03 00:00:00,BCH/USD,650.99,655.99,619.99,627.26,2794.98060923,1753179.5369456098
1535846400,2018-09-02 00:00:00,BCH/USD,617.99,660.07,600.36,650.75,3110.00394118,2023835.064722885
1535760000,2018-09-01 00:00:00,BCH/USD,544.18,633.00,543.08,617.17,4572.86140776,2822232.875027239
1535673600,2018-08-31 00:00:00,BCH/USD,538.65,547.47,533.50,544.08,925.01010475,503279.49779238005
1535587200,2018-08-30 00:00:00,BCH/USD,554.46,557.59,525.05,538.18,1169.42084930,629358.912676274
1535500800,2018-08-29 00:00:00,BCH/USD,565.64,569.02,544.98,554.31,1057.25106092,586044.8355785653
